VCID	VC_taxonomy	VC_rank	VC_taxid	VC_linegae	VC_lifestyle	VC_host	VC_hostid	VC_host_lineage	VC_hostrange	lifestyle2
VC_6605_103	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_108	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_109	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_112	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_115	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_123	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_124	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_13	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_134	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_148	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_16	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_160	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_164	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_165	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_168	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_172	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_18	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_198	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_201	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_6605_207	Afonbuvirus faecalis	species	2955233	Viruses;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae;Afonbuvirus;Afonbuvirus faecalis	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
